label,text,,,,,,
c,I didn't like anything about the story.,,,,,,
i,DNF 56%,,,,,,
i,"the poor writing was a major turn-off. I liked The Nightingale, and approached this book with optimism because of it. More than once, I checked to be sure this was the same author. There's misery galore here, so as one reviewer stated, if this is your thing, you'll probably enjoy it. I understand that domestic abuse victims may stay in or return to those relationships despite all good advice, but these people were difficult to believe. Dialogue was stiff and contrived, love didn't seem real. The word 'Wow!' seemed to be the only way to express surprise. The word 'toxic' was used repeatedly to describe the parents' relationship. Really? Actions, behaviors can lead the reader to that conclusion; if you must use the word to tell the reader how it is, don't keep stating it. (This is where a good editor could've made a difference. I kept thinking I'd already read something, and in fact, the same statements were made throughout the book) I've never been to Alaska, but I had no sense of its beauty and majesty; instead, I read that the characters loved it, and met a cast of characters who surely must be extreme stereotypes of people who seek a free life in remote areas. I have less than 15 pages to go...and I really don't care what happens to anyone, since they are not believable. Disappointed. Waste of money.",,,,,,
c,"I’ll confess that when I first read this, I wasn’t quite sure what to make of it. I don’t always catch the analogies hidden beneath the surface or the social implications of what the book could be about. All I knew was this was on the classics list, I hadn’t read it, and it was one of the most banned books in history, based on language, violence, promiscuity, and the threat of encouraging moral decay. The book is about a young teenage boy named Holden who gets kicked out of many schools. It’s all about him and his rebellion at everything. It’s said that it’s an analogy for growing up. All I saw was a teenager who saw through a lot of people’s bullshit and walked away depressed because of it. He expressed himself as most teenagers of his time, granting Salinger a comment in excellence at his portrayal of a young boy’s angst. But other than that, I can’t say it moved me too much. ",,,,,,
c,"No one does emotional destruction like Nina LaCour.If you're looking for a well written, quietly powerful, emotionally intense and choke-sobbing read - THIS IS THE BOOK FOR YOU. Clear a couple of yours and grab a box of kleenex.",,,,,,
i,"This novel is so poorly written ~ even the descriptions of Alaska are boring. How is that even possible? The characters are flat and unlikable. The book goes on and on, repetitive and tedious. I forced myself to read it, but barely halfway through realized I didn't want to finish it, and I quit. Terrible book.",,,,,,
c,"I had a hard time being drawn to the characters and backstory, but the diary portions of a boy and his sociopath parents was pretty engaging.",,,,,,
i,"My book had t appeared yet. I have a new iPad, but it’s the same email, and I’ve downloaded the Kinle App. Where is my book?",,,,,,
c,"Mildly entertaining but mostly overrated and riddled with cliches. The characters were one-dimensional and the author could not conceal her dislike for the upper middle class, who clearly deserve to suffer for believing in the American dream and striving to provide good lives for their children.",,,,,,
c,In my hand I hold $5. I will give it to anyone who can explain the plot of this book (or why there is no plot) and make me understand why the hell people think it's so amazing.,,,,,,
i,After The Nightingale I was thrilled to get this book in the mail! I dug in right away and was enjoying the descriptions of homesteading so much that I didn’t pay as much attention to the domestic violence part. But that became the whole book and the focus went away from life in the Alaskan wilderness. Hannah is a very talented author but I am so disappointed at the twists and turns in the story! I am two thirds in but felt compelled to stop and warn readers that this should be marketed as a book more about spouse abuse than the Alaskan wilderness.,,,,,,
c,"Approximate re-telling of Shakespeare’s King Lear in the form of an adult fantasy with women in many of the central and supporting roles. The writing was elegant, with lush descriptions creating an atmospheric setting for this fantasy world. I could picture the jagged cliffs of this island country, the ships from faraway lands docking at port, and the majestic castles. It seemed like a story set in medieval times, with no invented creatures, where the island, trees, and wind are sentient. The magical elements were complex and fascinating. The characters were well-developed. The world and the plot were built very slowly, with most of the action saved until late in the book. Many back stories were interspersed throughout, flashing back various numbers of years into the past. These flashbacks, I felt, were unnecessary, as most of these topics had already been explained in the narrative. It was also a bit repetitive. For example, I didn’t need to be reminded many times over that one of the characters is a bastard or one of the sisters envisions herself a man. These inclusions made the book a bit lengthy, at just under 600 pages. The ending appears to setup a sequel, which may or may not appeal to you depending on whether you like series. I tend to enjoy stand-alone stories more. Themes include the value of balance in life, the dangers of obsession, the desire to be accepted for oneself, and the many facets of love. Key components of the plot involve madness, treachery, romance, political intrigue, power, control, and forgiveness. Overall, I enjoyed it, and I don’t think it is essential to know Shakespeare’s King Lear story to appreciate it. I would definitely read another book by this author. Recommended to readers of fantasy that don’t mind a non-linear timeline and a gradual build-up without a great deal of action. Contains language, not-overly-graphic sex, and violence.  I received a complete version of this book from the publisher via NetGalley in return for a candid review. I hope the final version includes a map. Memorable quotes: ""Ban had learned not to put off unpleasant tasks, for they tended to only become more unpleasant with the stall."" ""She was ready, if not to forgive, then to understand. And that was ever the first step."" ""For what was kindness, but offering comfort where none was owed?"" ""If it makes your world smaller, it isn't love.""",,,,,,
i,"Can't get going with this one. The author, through the narrator of the story, makes some definitive statements about human nature and our ecosystem that gave a certain sense of hubris. Just can't get into it enough to want to keep reading. Had high hopes given other reviews and a personal recommendation from a co-worker that said, ""You'll love it or hate it."". Well, hate is a strong word, and having not gotten through the first couple of chapters, all I can say is: I didn't like it very much.",,,,,,
c,"Finally read this for the first time! I'm so glad I did. I found Holden Caulfield, the main character, a very lost and confused boy. He's a walking contradiction. He views the entire world as a""phony"" and he seems like a misfit yet he doesn't hold himself to the standards that he holds the rest of the world. As for the story, I almost feel like there wasn't really a story? This book is made up of small events in his life. Like getting kicked out of school or his encounter with people but mostly Holden just wanders New York lost and finds himself in sticky situations. What I loved about the book is Holden's internal monologue. A lot of dry humor and sarcasm and I sort of liked that. It kept me interested enough. All in all, this book was character driven of a boy resisting adulthood.",,,,,,
c,"It's sad that a book that started out as exciting and promising and super engaging turned out to be the hardest to tolerate and finish. What happened? The story was super interesting, the characters seem smart, centered, admirable and about the last third of the book it started going downhill and crashed. It's so sad and frustrating. Why wasn't anyone advising this writer? Why does the writer do that to her characters? It's inconceivable. The h went from smart vivacious girl to a stupid insecure tease who claims to not like to play games when that's all she ends up doing. It's so cliche its just pathetic. The guy who is supposed to be all that a dream guy is turns out to be a softy who needs to grow some balls. Does the writer think that her scenes are sexy and a continuous turn on towards satisfaction? Well you're completely wrong, it's just annoying and I feel duped. Why do that to your story I cannot understand. So sad!",,,,,,
i,Bleh. DNF,,,,,,
c,"This book sucks so much. It wallows in nostalgia because it has absolutely nothing to say, and it's poorly written to boot. Don't buyt this garbage",,,,,,
c,"So, this novel was totally pointless. It had no plot, and it felt like J. D. Salinger had written every chapter without any forethought whatsoever, and let Holden do what he may. How about the whole Jane thing? Did Holden never call her because he was never in the mood to do so, or because Salinger wasn't in the mood to write any such scene? Holden himself, for all his posturing, was the biggest phony of the lot. Somehow, despite all the above (or perhaps because of it), I enjoyed this novel tremendously. It killed me. It really did. I still haven't figured out why, though. If I ever do, I will definitely tell you. ",,,,,,
c,If one removed all of the 80s references it'd be about 50 pages long. Mediocre at best and can't see the mass appeal. Ranks up there with The Martian in disappointing books. That one was a 300+ page word problem.,,,,,,
c,"I love this author and looked forward to this book for her storytelling. Her stories just grab you and draw you in as if you were experiencing the emotions and turmoils and ups and downs of the main characters. However, like other reviewers I found The Great Alone just too depressing. Don't get me wrong it was a good story, but there was less depth into each character and parts of it were just too unreal to be believable. Her other books, such as Winter Garden and Firefly Lane you really could relate to the growth and feelings of the characters even though they too had also difficult events to deal with they felt real. I can see why this book will become a movie. I wonder what that will be like.
",,,,,,
c,Reading this book was one of the biggest wastes of my time in the past twenty years. Holden Caulfield's problem is that he is the biggest phony he knows. Count the number of times he lies or behaves like someone he's not and then try to convince me otherwise. This is not a book about teenage alienation. It's about a smart-ass who can't deal with who he really is and spends almost 300 pages ranting about it - most likely to a doctor in a psych ward.,,,,,,
i,"I’m always shocked by how many readers detest this book and its main charcter. I reread this book over & over when I was 14 & 15. Maybe it takes a self absorbed, unhappy and disaffected adolescent to appreciate and enjoy another such adolescent. However, what I took from Holden was that he was grieving for his beloved dead brother Allie (hey critical readers: feel some compassion for him!) and how much he loved his sister Phoebe. I liked the kid, a lot. I haven’t read this book since I graduated from high school and I do wonder how I’d feel about it as an adult, or as even an adolescent of today and not one from the sixties. Most of my reading friends loved this book too. Maybe it’s a sixties thing. Phoniness was a huge concern among the young back then, and I remember identifying with Holden and his angst. I don’t think I want to disturb my fond memories by rereading this as an adult so I’m going to keep my memories, I think. I do still have my old paperback copy so I might change my mind someday. ",,,,,,
c,The writing style was simplistic. Hard (manic) story to follow or believe. There wasn't enough depth for everything that was happening.,,,,,,
i,So sick of murder! Had to bail!,,,,,,
i,DNF.,,,,,,
c,A spell in the army would do that young man a power of good! Or maybe a couple of bags of heroin. Anything to stop that whining voice....,,,,,,
c,"I was actually pretty disappointed with this book. I do like classics and I, while reading this for school, hoped that I would be able to add this to my list of more enjoyed classic novels. Right when I started reading, I realized that that wouldn't happen. This story is told by Holden Caulfield, a 16 year old boy, who has just been expelled from yet another school. Catcher in the Rye is mainly Holden's thoughts which usually involve either sex, someone being phony, or how he hates things that people do. His behavior and actions were often contradictory which became annoying even though they were a part of his character. There are rare occasions that he does show sincerity or kindness, but not often enough. His mood swings and actions were, to me, very annoying and not like any teenager I know, despite readers saying this is relate-able. I struggled to read this, not because it was boring but because of Holden's personality and the way he talks. The ending was also a let down because I thought that there would be a better ending. I don't think that him just deciding to stop telling the story really counts as a good ending even though it would be how Holden would act. Overall, I was disappointed with this book mainly because of Holden and his behavior. ",,,,,,
c,"The hype around this book is truly baffling. It's a plotty, accessible best seller- fine. But the characters are insufferable. I can see where the author was trying to make them complex, but she never took them out of their (artist / jock / nice rich housewife / angsty teen) stereotypes, so it's just transparent and strained. What really got me though is the ad nauseam explanation of every. single. little. tiny. thing, every reason for every character making every decision. Annoying but mostly boring.",,,,,,
i,"Way too much crap to bear! DNF, even though I try never to leave books around, especially classics :/",,,,,,
c,"I know there are people who thought this book changed their lives and helped them find their unique way in the world, but coming from a non-white, non-middleclass background, as a kid, I really resented having to read about this spoiled, screwed up, white, rich kid who kept getting chance after chance and just kept blowing it because he was so self-absorbed and self-pitying. I felt at the time there was no redeeming value in it for me. I was born on the outside trying my best to get in. I felt no sympathy for him at all. I didn't even find him funny. It just made me angry. I guess it still does.",,,,,,
c,This book makes me want to cry like a baby. I am so in love with J. D. Salinger's writing style. ,,,,,,
c,"This book has a great idea and some interesting possibilities, but it's written like the fantasy novel of a bored teen.",,,,,,
i,Nothing happens in this book but at the same time so much goes on in Holden's mind. DNF at p. 48. This never happened. It's official. My taste has changed.,,,,,,
c,"I'm going to chalk this up to not understanding the times in which this was written, but ""arrogant self-righteous teen who thinks the world is phony while lying to himself and everyone else"" doesn't strike me as terribly interesting, nor worthwhile. ",,,,,,
i,Sorry but cannot give this book a good review as it is quiet childish. Maybe it should be for a younger audience as I could understand teenagers relating to it. I only read a couple of chapters as this was not my type of book.,,,,,,
i,"This was the most boring, pointless book I have listened to in a long time. I gave it 3 hours before turning it off because I could not listen to it any longer. Three hours where literally nothing happened. I guess for some people this was a great read, but for me it was a waste.
",,,,,,
c,"At best, this is a book aimed at the age 13 to 14 set. This is definitely not geared for an adult. It's relatively predictable and based on a teen romance.",,,,,,
c,The actual writing is excellent and captures the voice of an idiot teen well. It's just not a voice I am in any way interested in.,,,,,,
c,"YET another book that I am giving 3.5 out of 5 because it seems like the most fitting rating; I didn't enjoy this book enough to give it four stars, but I think it deserves more than three so here we are. I'm gonna take a bit of time to formulate a proper review so stay tuned.",,,,,,
c,"Absolutely terrible. The stereotypes made my brain bleed. This reads like a YA fantasy for teens. Scratch that. Reading this was like cracking open a teenager's diary. Waaaaaaaaaa! So much teenage angst. The good parent is ""mean"" and the bad parent ""nice"". Such a tired and old teen fantasy. Boring...",,,,,,
i,"I don't have enough patience for whiny teens right now, sorry Holden.",,,,,,
c,"Okay if you like 70s D&D and Rush and 80s video games and pop culture, this book is your crack. This is a really good book! I don't know if I can give a 100% spoiler free review so read at your own risk: there is a huge puzzle in a virtual reality world with the whole world as the prize, and to crack the code the people and corporations of the future are immersing themselves in the singular creator's passions, which are all completely retro - Dungeons and Dragons, Trash 80 text only games, 80s movies, etc. I liked the CHARACTERS even if they were broadly drawn. I liked the bad guys, they always surprised me with how evil they could get while very much resembling the constantly-excused corporate overlords of today. The near future world of energy crisis and indentured servitude to corporations for unpaid debts was one of my favorite parts of the book. And while you're reading, it'll all fly by and you'll love every word. Until after the book. The biggest problem I have is this massive puzzle, built by a genius, which took five years to get a crack in the armor, then devolved into a fairly 'easy' scavenger hunt. I guessed at the first clue for the first key before the main character did. I like books where I am amazed at how smart the author is and he's always 10 steps ahead of me, but I didn't feel like that with the puzzle aspect of this book. That is a quibble, nitpicking for sure, because the experience of reading was great. 4 stars.",,,,,,
c,I would rather light myself on fire than read another sentence of that again.,,,,,,
c,"By now everyone knows the basic plot and, as if the author thought we might forget, there’s a mini summary at the end in the form of a newspaper article written by ale I, the young girl threw whose eyes and thoughts the story unfolds. For me, the problem began when the story jumped fours years ahead and Lenient became a young woman. Does she follow in the heartbreaking footsteps of her mama? Does she protect her mama and herself or does her mother finally protect her child? Do we want the romantic fairy tale ending or heartbreak? Do the women survive or does Alaska, the Great Alone, break everyone? Does the remnant of Vietnam living inside Ernt, Leno’s father, crawl out and overwhelm Leni and Cora? Are they survivors and at what cost? I feel like Hannah couldn’t definitively decide, either. I felt her wavering in the ending that seemed like it would never come and when it did, it was a little too sad, a little too satisfying.",,,,,,
i,DNF. Got 20% through and it didn't hold my interest.,,,,,,
c,Pivotal novel. A must for anyone whose ever felt alienation or all those lovely teenager feelings.,,,,,,
c,"I dislike everything about this book. I dislike the protagonist, the plot, the writing style, the setting of the novel, the other characters, the pretentiousness of it all. The only redeeming thing about reading this book was that it ended so soon, that it wasn't lengthy at all. [(And also the last chapter with his sister. That was too pure to be a part of this book.)",,,,,,
i,I wanted to like this so much. I tried but I can't get into it yet for some reasons. DNF at 56%,,,,,,
c,"This is a very moody, morose story of a young woman rootless with grief and her best friend's efforts to reach her.I liked it but there is no real feel good here. The story switches back and forth in time. There is a dark sweetness to the relationship and the kinship ties with the family. Super depressing which never really let up.",,,,,,
c,"Meh. Interesting plot, sometimes a hard stretch. Dialogue between characters was just cliche at worst and boring at best. Not as clever as I had hoped.",,,,,,
c,"Here's how it goes: Character gets in a tight spot that is pop-culture themed. Author realizes they painted the hero into a corner. Deus ex machina solution. Every. Single. Time. Every. Single. Conflict. It's really unsatisfying to read something where its not the hero's actions but a lucky lightning strike on a clear summer day that wins everything.
",,,,,,
i,"This is a very unrealistic book, which made it hard to finish. If I’m being honest, I skipped around the entire thing. This is why I don’t trust reviews.",,,,,,
c,"So awful in every single way. There were few parts in which I enjoyed or thought were tolerable. Other than that, this book makes me want to kill myself by paper cuts",,,,,,
i,"I don’t even know if I can finish this book and that’s saying a lot for someone who never “cries uncle”. I can’t believe the same person who wrote Winter Garden and The Nightengale even wrote this. The writing is juvenile, simplistic and redundant and the characters are absolutely flat....no dimension at all. I simply do tnot understand all the rave reviews ???????????????",,,,,,
c,"I enjoyed the ride. But apparently not for the same reason as everyone. I loved the hero. He was an unusual guy but really funny. He made me laugh out loud more than once. However I didn't find him as smart as everyone seems to. He was a lot of things: sensitive, lost, realist .I loved getting inside his mind and found his way of seeing things really interesting .still, using the world ""depressive"" in every paragraph and for every situation doesn't make anyone smart. I didn't like much the end, or the lack of one. I was at least expecting someone to die lol. Maybe I would had enjoyed this book more when I was 16 .I will never know.",,,,,,
i,"DNF at page 60. To quote Christina of PolandBananasBOOKS, ""Whiny teenager is annoying."" Really repetitive. Not worth my time when I'm sick. ",,,,,,
i,"I could not stomach this book to the end! This book is incredibly horrific, filled with gruesome, torturous murders.",,,,,,
c,Good read!,,,,,,
c,"The thing with kids is, if they want to grab for the gold ring, you have to let them do it, and not say anything. If they fall off, they fall off, but it's bad if you say anything to them. I truly believe this is a great novel; i could sympathize with holden, as i, like him, seem to always prefer being on my own and feel like i belong nowhere. i must confess that i appreciated this book more when i read the analysis, the meaning behind the recurring motifs and the symbolisms of this work. all in all this is a brilliant literary work, which deserves to be called a classic.",,,,,,
c,"Honestly, I would have liked We Are Okay more if the author had never gone into the complexities of the relationship between Marin and Mabel. Marin's story was compelling, with regards to her life and her background. When Marin walked away from her best friend and her former life, in an attempt to dispel the grief that threatened to engulf her, her motivation was strong enough to carry the book, without any extra entanglements. We Are Okay was a good book, but its abrupt ending and lack of plot development keep it from being great.",,,,,,
i,DNF,,,,,,
c,"Another book that had great promise, but needed a good editor. It is about a young girl whose self involved parents deaf her to Alaska. The writing is lovely, and the description of Alaska is beautiful, but the writes didn’t understand less is more. In the last third of the book we have domestic assault that leads to a murder, flight aided by a prominent townsperson sworn to secrecy, an out of wedlock pregnancy, the father in an accident that leaves him brain damaged, an arrest, a reconciliation and a happy ending. But again the writing is lovely and maybe the next book will be more organized.",,,,,,
c,"Do I... Do I have to identify with the main character? Is this the point of this book? Fuck, I thought I was going to love it. But honestly it was just a big 'meh'.",,,,,,
c,A great classic. I'm glad I re-read it in my adult age. I love it now much more than some decades ago. And an audio book was fantastic!,,,,,,
i,I never received this book,,,,,,
i,DNF,,,,,,
i,"I couldn't get through the first few chapters; there was so much xposition! The dialogue was so terrible that I found myself skipping it, which I never do. Then, out of nowhere, the writer says, basically ""and the hero gets the first prize"" -- then sends us back in time to see him get the prize...ugh! Zero interest in continuing.",,,,,,
c,"I have no idea why so many people gave this book five stars. It was a quick read, but the characters had little depth and are all stereotypical. Mia is the poor, starving artist. Elena (Mrs. Richardson) likes everything to be orderly (but of course nothing is). The Richardson kids (with the exception of Izzy) all fit typical high school student molds. Even Bebe's and her daughter May Ling's issues were not that out of the ordinary. How many times have people debated the cultural issues of Caucasian couples adopting Asian or African-American children? Finally, some of this novel was just not believable. What man would stalk Mia on the NYC subway and then tell her on the subway platform he wanted her to be a surrogate. Really? Finally, the book begins with fires being set and discloses who set the fires at the beginning. Why? This book had no surprises, was full of predictable characters and as I was reading it I felt like I was wasting my time. The only reason I finished this book was my book club picked it.",,,,,,
c,I really don't know what to say about this book. I'm at a loss words.,,,,,,
c,"This is the most misogynistic book I've read in a long time. There's transphobia, super one-dimensional and stereotypical characters, non-stop sexism, and even some stalking because our ""hero"" just KNOWS she doesn't really mean no, even though she SAID IT. So much rage. Would NOT recommend.",,,,,,
i,Too melodramatic. Too improbable. Didn't finish.,,,,,,
c,"I rarely dislike books. And even more rare for me is to write a review about a book I disliked. But this was awful. It felt like one long adjective. It took many chapters until descriptions stopped and an actual story began. And then when I thought the story was beginning, it just stopped. There was no substance. I should have just not finished it before the end but I kept wanting something to happen. Just not my cup of tea.
",,,,,,
c,"I just couldn't get into this book, I'm not sure why it has gotten so many high ratings. I found it trite, pandering and self-amused. If you're hopelessly in love with the 80s, you might enjoy it. Otherwise, skip it.
",,,,,,
c,"Was a good story but could have done without a few of the graphic details, especially the one about the rabbit’s heart!",,,,,,
c,"An outstanding sci-fi epic with many twists, turns, cyberpunk, etc. While I completely disagree with the dystopic premise (the world runs out of energy, causing terrible hardship and class warfare), it is this catalyst that drives the all-encompassing, immersive AR/VR world that consumes most of humanity, and of course, the lead characters. I really enjoyed many of the anecdotes about the 60s, 70s and 80s culture, and the evolution of gaming and tech. I also thought the characters were rich and well-developed. And, as an abstract metaphor for many of society's various permutations, the author did an excellent job in outlining how humanity may spend its future when there is little meaningful work to be done. . .because robots and highly automated operational systems will dominate.",,,,,,
c,"I had to deduct a star for the fact that entirely to much time was spent on a certain Canadian rock group that those who know me know I can't stand!!! Other than that, this book was so much fun that I may actually have to buy a hard copy for my very own. (This is that hard copy) It was the type of book that had me vastly irritated at all the ""adulting"" things I had to do.....you know, like work!! Work totally got in the way of my reading!! I loved all the 80's memories, the friendships, and the whole adventure!!",,,,,,
c,I have absolutely no idea why people love this book so immensely. I'm not going to bother myself and write a review. I didn't enjoy it one bit. The rating is less than 1 star.,,,,,,
c,"I kept hoping that the prose and plot would improve, but it never did. Too much detail was given to unimportant 80s facts and not enough time was spent on character development. Overall very disappointing.",,,,,,
i,DNF. There's only so much moaning I can take in a novel. This is not the book to read if you're a depressive.,,,,,,
c,"I read everything written by Kristin Hannah because I love her novels. BUT, this one was disappointing. I loved the description of Alaska- it became a character itself. However, it went on and on and on. The book could have been 100 pages shorter. The story was predictable and depressing. I liked the ending, but it took too long to get there.",,,,,,
c,I honestly don't even know how I feel about this book???,,,,,,
c,Didn't know what to expect from this book and reading about homosexuals makes me uncomfortable but I liked the message that you could live with someone for years and not really know them also the message that if you let them some people will jump to the moon and back for you,,,,,,
c,"This book absolutely captivated me. I couldn't put it down. Lately I have had a difficulty staying interested in books, the Fourth Monkey proved beyond a doubt it isn't me it is the books.  As someone else said, it is very hard to review this story without putting the whole thing behind a spoiler tag. And the author weaves little surprises throughout some I guessed and some literally left me gasping. A majority of the real time part of the story takes place in a mere 48 hours in modern Chicago, but a good portion of the book is presented as an autobiographical diary. The real time part involves the accidental death of a man that finally brings to the end the 5 year hunt for the Fourth Monkey Killer. A man the police have been hunting for 5 years. A killer who uses his crime to expose other criminals. He has a simple mission statement - See No Evil, Hear No Evil, Speak no Evil, Do no Evil. Immediately the police realize they have a problem the now deceased killer has taken one last victim and they need to find her before she dies. In the killer's pocket they find a diary which reveals the story of his childhood; it is parceled out slowly intertwined with the police procedural. This book had me reading on demanding to know what would happen next while regretting each page as being one closer to the ending.",,,,,,
c,"I loved the idea behind this book and enjoyed reading it, it is not a straightforward thriller it comes as no surprise to discover that the author has written horror books before, this for me at least was something of a mashup between horror and a thriller it was certainly not for those of a nervous or squeamish disposition.I thought the tension in the book was palpable and it worked for me I also liked the main detectives and the pace of the book was also good.I would take a deep breath and jump into another book written by this author and would recommend this one to fans of the genre.Thanks to Netgalley and the publishers for an ARC in return for an honest review.",,,,,,
c,Wow..all I can say is brilliant! Can't wait for the next one! I may have a new favorite author and series. I know when I find a gem if I read a book in one sitting and forgo sleep.,,,,,,
c,Loved it! Extremely well written. Excellent pace. And the creepiest villain since Mr. Mercedes.,,,,,,
c,"If I can prevent even one more person from buying this book I'll be happy. The only reason I read LFE was because it was our bookclub selection this month. I didn't know anything about it beforehand. Not since I read The Luckiest Girl have I been so disappointed by a book and annoyed at the author. Little Fires Everywhere is a pointless, cliched and biased story. Can't believe it was even published and on so many ""must read"" lists.",,,,,,
i,"DNF! The writing style annoys me, the main character/narrator annoys me... In conclusion, this is a very annoying book.",,,,,,
c,This book is recommended for every 40+ year old virgin in America. The writing was terrible. My brother asked me to read this and now I know he was playing a practical joke on me.,,,,,,
c,"Antihero. Yes. Icon for teenage rebellion? Maybe. Icon for future serial killers? Also, maybe. A good idea to shove it down the throats of eighth graders? Probably not.",,,,,,
i,Didn't get far into it before I realized I'd wasted my money.,,,,,,
c,"This is a solid work of young adult fiction. The book manages to transport you into the thoroughly fleshed out world of the virtual universe inside the OASIS, where the limits of human achievement and creativity are endless. You feel as if it were a real place. Besides that, I felt that the plot line was compelling and perfectly complimented the fictional world. The character development could perhaps have room for improvement, but it did not detract from my enjoyment of the story. I only understood about a third of the references made in the book [it could take decades to discover all of the pop-culture references (mainly from the '80s) hidden within its pages], but that did not take anything away from the experience. But if you enjoy '80s nostalgia, then you will particularly enjoy this book.",,,,,,
i,"Absolutely loved the authors first book, this one didn't hold my attention enough to finish the first 100 pages. The story didn't seem to be going anywhere and I didn't find the characters the least bit interesting.",,,,,,
c,I needed more from this book. It left me hanging a bit in certain places. I think strong relationships are fantastic and real relationships are even better. This is a quick and powerful read. Touches on mental illness and same gender love.,,,,,,
c,We Are Okay is ... okay. It was a smart and intertextual story about ghosts and overcoming grief.,,,,,,
c,"Nina LaCour's ""We Are Okay"" seems like a novel meant for a certain audience. It is an exquisitely written first person narrative of a young woman, Marin, who is withdrawing from others after a tragedy happens in her life. She grew up in San Francisco but is going to school in New York City. This distance has aided in her quest for distance but her best friend, Mabel, is now coming to visit so she has no escape. Marin opens to the reader about her sexuality, her grief, her uncertainty. Again, it is beautifully conveyed, but it is also unrelenting in its sadness which, for me anyway, made it dance close to melodrama. Yet, I think there is an audience for it and it is smooth, fast read.",,,,,,
c,"For me, this is the worst book I have read this year. The concept intrigued me and a brother of mine, who designs games, thought I would like it because I enjoy video games and 80's nostalgia. It's just...the main character is poorly written and developed. There's not a reason to get behind him and he makes several poor decisions in the book that produce unnecessary results and gets people killed, literally. Also, his love for Art3mis doesnt make sense and is really creepy. Seriously, this main character stalks and creeps on this girl throughout the entire book to a point where I found their relationship hard to believe or even care about. The 'gates' that wade has to go through on his quest are anticlimactic with the exception of the second gate. Some of the quests in the gates he goes on require him to act out scenes from movies...cool? Lastly, you'll be reading ""Of course, I knew that..."" or ""It was obvious that i..."" and ""Immediately, I knew..."" so much that you'll roll your eyes and push through.",,,,,,
i,It seems ridiculous to DNF this since I've made it past 50%. But ... I can't make myself read any further; there are too many other books I want to be reading instead.,,,,,,
c,"I think the purpose of this book is the same as the game creator's agenda, to get people interested in the United States culture from the 1980s. For anyone who's formative years were in the 80s, this is a fun romp down memory lane filled with arcade games, pop songs, and movie references from that era. I am a child of the 80s, and it worked on me like a charm! My Millennial daughter, however, was not so enchanted. Having been raised by me, she was familiar with the references, but was not enamored with them, so the story fell a little flat for her.
",,,,,,
c,"With a great, unforgettable first-person narrative, Holden Caulfield magnifies the bittersweet adolescence we all went through – with, in my point of view, a sort of exaggeration Salinger employed to get his point across: as though he’s shoving in Holden all the snottiness he possibly can, in an effort to make him the archetype of adolescent negativity. All with the mood swings, urges, shooting hormones and yes, of course, that unique quality teens have that makes the rest of the world just want to punch them in the eye.Holden, however, showed some endearing traits that sometimes escaped in-between all the arrogance. That, to me, served to prove that adolescence fades. Those traits felt like little bits of maturity already starting to sprout. Even if you can’t relate to Holden specifically, this novel is nostalgic. I get why this is a classic.",,,,,,
i,"DNF half way through. Holden was so whiny, I couldn't read the whole thing. I did enjoy class discussions and I understand the themes in the book and why Holden was the way he was. Still, I won't go through the hell of reading from his point of view.",,,,,,
c,This has no story and is very hard to finish. If you like continuous sex saying the same thing over and over and over then this is your cup of tea. I can't imagine what her next book is about. This the first time I have had to give a poor review.,,,,,,
c,Bad. I wrote a review on goodreads about how much I hate this book. I can summarize it here though. This book is a list of things. It's not a story. It's a list of things that the author likes.,,,,,,
i,The writing style is so juvenile I couldn't get through the first 50 pages. Absolute crap.,,,,,,
c,"Yes, I know, this is the book that changed everyone's lives when they read it and how dare I, blah blah. Believe me, I heard it all. The thing is, Holden's personality is what holds the whole book together. Now, I know many (many! believe me!) people who identify with Holden, and admire his struggle and need to rebel against a hypocritical society. And then there are people (like me) who can't fucking stand Holden. So the book falls apart for those people. I read this book while I was in hospital, and to be honest, it was a very dark time for me and I wasn't really sure I was going to make it, but you guys have no idea how trivial, how ridiculously spoiled and self-absorbed Holden Caulfield seems to someone who reads him while going through some serious shit. I was supposed to be fighting for my life but I took moments aside to wish for his life to end! So, if you like this book, great! I'm always happy when people like books, even books I dislike, and I can't fault J.D. Salinger's writing in any way, it's Holden's character I hate. So this is one of those books that always makes me go, ""Really?"" but I understand that it's one that will have a different impact on the reader, depending on what place he or she is in life.",,,,,,
i,"Dumb book. It was page after page of teenage lust and hormones. I kept waiting for a real story to emerge, but gave up and skimmed quickly through the whole book, trying to see who killed Mykala's family. By the time I found out, I certainly didn't care.",,,,,,
c,"I really love this author, but I didn't think this book was as good as some of her others. It is a bit slow in places and I found myself skimming from time to time to get to more interesting parts. Overall, it was a good story.",,,,,,
c,"Extremely disappointed in Kristin Hannah ‘s new book. I have read all her other books and throughly found them great reads, characters and stories. This new book Great Alone is tedious boring and unbelievable. Drags on and on and goes nowhere. So disappointed. Pre-ordered and was looking forward to her new book but sadly this one was way off mark.",,,,,,
c,"I like the way Kristin Hannah writes, but this book was too depressing for me. Then the ending was too sappy sweet. I also expected more encounters with wildlife within this storyline and was surprised there were so few mentions.",,,,,,
c,I don't think I've ever hated a book as much as I hated The Catcher in the Rye. I really wanted to DNF it but it was only 230 pages long so I got through it. I hope I never have to read the word 'phoney' again.,,,,,,
c,such nonsense... I do not know where to begin. How did this get highly rated? I think I read (half read) a different book.,,,,,,
